#{"t_start": 1658948008.1539516, "env_id": "LunarLander_obs-v1"}
r,l,t
129.944226,87,154.277019
111.741248,92,154.60737
186.513683,74,154.873794
124.980688,52,155.059485
177.571513,79,155.339573
71.474343,55,155.525607
72.193265,87,155.842603
116.59222,94,156.192792
159.454563,77,156.468673
162.882797,89,156.792349
153.193839,69,157.028596
83.771802,75,157.306128
116.146136,92,157.627828
115.168564,53,157.815919
113.432432,58,158.031384
35.34291,69,158.27516
177.481609,57,158.474267
117.755512,77,158.754875
74.389582,71,159.003593
163.749067,72,159.255797
83.318773,77,159.542801
136.224914,52,159.73029
76.987934,76,160.009699
181.705657,77,160.280074
134.960459,77,160.55606
36.286291,76,160.834421
180.48288,80,161.120059
206.87369,68,161.36131
150.929976,85,161.659996
93.670771,68,161.897751
142.450001,71,162.159304
135.804468,86,162.47894
96.221186,57,162.686342
88.125227,67,162.936037
161.689665,55,163.12121
53.341476,75,163.386581
190.943603,54,163.578171
177.48463,63,163.799006
163.039282,57,164.015665
149.412248,53,164.200323
44.867559,75,164.470845
163.26157,90,164.790511
147.016569,59,165.007994
169.680113,79,165.277513
114.988051,60,165.47673
157.350641,89,165.778943
132.521624,81,166.065163
164.472284,84,166.124438
48.121933,75,166.176425
162.049027,52,166.20981
87.37771,64,166.252407
133.685846,60,166.291055
113.961352,79,166.589368
82.825204,59,166.811216
49.157656,82,167.109616
192.255076,55,167.307734
95.953022,69,167.555238
169.125961,79,167.842347
110.538255,81,168.129309
188.340317,58,168.344662
116.696825,60,168.55611
118.923078,83,168.854399
117.662347,89,169.172906
81.551825,71,169.430013
15.403689,95,169.761127
118.852351,56,169.964473
94.83732,86,170.281361
59.261554,53,170.477118
132.256213,66,170.723346
143.136523,76,170.995028
161.363028,80,171.288373
197.716962,76,171.559566
125.637945,65,171.79413
110.421262,63,172.023083
188.858192,78,172.291447
174.626424,61,172.50864
105.371999,67,172.759672
101.222391,63,172.991382
192.30381,55,173.203471
145.57881,59,173.4073
192.331891,85,173.727964
138.697435,70,173.976241
81.095046,54,174.17516
179.064984,85,174.468829
106.010471,92,174.794739
182.100111,76,175.122734
125.745652,63,175.344439
102.629446,88,175.648727
45.684531,94,175.974317
102.269691,55,176.173375
171.83406,74,176.424093
123.785475,70,176.684901
61.20189,67,176.930122
205.030906,82,177.227721
107.473767,59,177.443929
3.859381,90,177.756803
151.720185,93,178.094349
137.504841,52,178.281662
188.234208,76,178.554704
