#{"t_start": 1658946193.3473198, "env_id": "LunarLander-v3"}
r,l,t
-132.614555,68,0.239905
-278.237559,96,0.481899
-102.917886,67,0.660172
-166.203145,137,1.008945
-158.233715,58,1.158946
-118.192358,109,1.434812
-93.72921,79,1.636152
-104.113081,111,1.921765
-198.06164,80,2.126307
-125.913879,132,2.473478
-84.509804,76,2.669865
-88.070592,72,2.860589
-98.750481,75,3.045656
-145.554628,131,3.392205
-133.732207,78,3.595896
-186.537975,73,3.792371
-68.055707,67,3.966801
-98.115423,138,4.334656
-283.13435,115,4.650895
-148.78591,103,4.921456
-189.151773,92,5.160306
-101.774881,99,5.416646
-109.303053,89,5.657169
-360.303775,121,5.981049
-78.240777,99,6.244443
2.866718,105,6.520999
-187.740498,116,6.82935
-85.337181,78,7.027882
-73.333347,109,7.320234
-60.812878,71,7.498005
-185.017422,96,7.757481
-99.781527,71,7.9434
-153.54825,136,8.31094
-111.088531,89,8.544912
-87.847278,89,8.788594
-64.864684,67,8.955751
62.845161,1500,14.316203
-75.440471,106,14.614566
-198.638011,135,14.988933
-90.495054,289,15.830614
-17.543856,176,16.315128
-11.18686,137,16.689626
19.292129,159,17.13588
1.378279,105,17.42849
-52.670739,162,18.265245
-44.445066,108,18.559968
-24.762178,192,19.101805
-56.683754,137,19.478282
-72.690926,240,20.179446
-51.948877,77,20.393377
14.219714,309,21.30084
-12.422492,147,21.72112
-188.101973,1500,27.994572
-169.634315,1500,34.70146
-169.898908,1500,37.124133
-149.434962,1500,39.256372
-126.956848,1500,41.865379
-149.085314,1500,44.232374
-173.921877,1500,51.02181
-138.590169,1500,56.793448
-112.383401,1500,63.305857
-79.26328,1500,69.781566
-161.076465,273,70.621017
-181.155934,442,72.091574
-184.081088,1500,78.284088
-62.084211,1500,84.545903
-117.192386,1500,88.328638
-78.815398,1500,90.322887
-102.715047,1500,92.400279
-108.475206,1500,97.031706
-145.610371,1500,99.548386
-110.783785,1500,106.074747
-157.128,1500,112.486322
-100.673317,1500,118.229621
-160.746573,1500,124.050886
-104.138284,1500,130.475818
-98.427161,1500,136.149496
-113.001385,1500,143.651294
-127.166747,1500,147.227739
-137.134465,154,147.322679
-146.699925,1500,150.819798
-138.981661,1500,153.731387
-148.466835,1500,159.942318
-213.704292,1500,165.945739
-166.076086,1500,173.935567
-150.868294,1500,179.951154
-155.222976,1500,186.234575
-143.575494,1500,192.64808
-90.699352,1500,199.024451
-134.58507,1500,201.800438
-134.919299,1500,205.31267
-119.435827,1500,208.586364
-122.235418,1500,210.973992
-109.134124,1500,217.615066
-111.39437,1500,223.311299
-113.624979,1500,230.052141
-109.873493,1500,237.614625
-108.128958,1500,244.941631
-109.423032,1500,251.75803
-100.233376,1500,258.560858
-122.947373,1500,263.856802
-117.186626,1500,267.965245
-116.109819,1500,270.540503
-80.295557,1500,274.140348
-84.9154,1500,280.71614
-111.680864,1500,287.653562
-109.763662,1500,295.315342
-150.712862,1500,302.285439
-123.928879,1500,309.632781
-138.887193,1500,316.551732
-85.08242,1500,323.418944
-106.654592,1500,327.603752
-117.949017,1500,330.489564
-94.350895,1500,333.930956
-108.079584,1500,338.435082
-123.252626,1500,344.807014
-122.083688,1500,352.45658
78.754099,1500,357.76577
-102.673819,1500,363.236021
38.674597,174,363.75542
-1.231011,258,364.527432
106.748319,1500,369.609133
-100.820058,1500,376.060696
-114.513845,152,378.162293
-175.015949,1500,382.61494
110.621927,1500,384.735021
-139.130951,1500,387.790503
-146.925602,1500,390.044932
-132.979598,1500,396.923916
-131.161077,1500,404.79071
-156.849132,1500,410.402081
-122.808118,1500,417.10027
57.053522,212,417.749953
-122.110439,1500,425.679789
32.922772,622,427.811983
-31.327928,1398,432.968658
-4.881297,186,433.531242
-107.944323,1500,436.595801
-146.808884,1500,439.08381
7.67006,250,439.258565
44.516296,175,439.368185
46.988823,172,439.473494
-304.39157,345,440.845682
18.403426,486,442.459626
-64.6677,269,443.28566
-111.782893,1500,448.97271
38.059259,276,449.828685
-256.157072,184,450.385773
-103.09135,1500,457.326433
24.025593,166,457.820274
-93.338464,1500,463.390937
53.661572,264,464.196155
30.371513,1500,469.7806
-114.522733,1500,476.54981
20.827612,478,478.18529
-133.029153,334,478.574161
-162.580835,1500,483.564336
-241.316965,1024,484.853812
-181.6872,192,484.976803
-129.25773,493,485.409504
61.158142,1500,492.010843
-52.569113,653,494.211252
33.367581,1500,500.014956
162.505248,1500,505.548037
-187.784851,217,506.193538
-86.542357,1500,512.242884
119.415244,1500,518.941785
180.192047,1500,524.295926
160.727524,1500,525.90203
178.622214,1500,527.009442
-80.261995,1500,529.444121
163.833741,1500,531.138241
-3.378516,275,531.339581
